n1,n2,etype
P11099,A17076,PA
P11099,A19445,PA
P11100,A17076,PA
P11100,A19446,PA
P11101,A11532,PA
P11105,A4595,PA
P11107,A15441,PA
P11108,A15441,PA
P11109,A15440,PA
P11109,A15441,PA
P11113,A16307,PA
P11120,A15575,PA
P11121,A17969,PA
P11123,A4595,PA
P11125,A4595,PA
P11130,A18057,PA
P11136,A4793,PA
P11136,A18660,PA
P11140,A13897,PA
P11141,A13897,PA
P11144,A19160,PA
P11147,A19485,PA
P11156,A4561,PA
P11156,A19498,PA
P11157,A4561,PA
P11157,A19498,PA
P11167,A17766,PA
P11173,A16781,PA
P11173,A17635,PA
P11175,A19512,PA
P11184,A15493,PA
P11189,A15151,PA
P11203,A19539,PA
P11206,A19543,PA
P11208,A15887,PA
P11209,A15410,PA
P11209,A16764,PA
P11211,A17388,PA
P11212,A17388,PA
P11213,A17388,PA
P11221,A15592,PA
P11222,A15592,PA
P11226,A19563,PA
P11236,A15592,PA
P11236,A15601,PA
P11236,A15610,PA
P11237,A19512,PA
P11243,A19585,PA
P11246,A12403,PA
P11249,A19591,PA
P11252,A19595,PA
P11257,A16039,PA
P11258,A16039,PA
P11259,A16039,PA
P11261,A19399,PA
P11266,A14112,PA
P11270,A19610,PA
P11273,A19610,PA
P11276,A19614,PA
P11278,A15153,PA
P11280,A19617,PA
P11280,A19618,PA
P11281,A19620,PA
P11283,A19620,PA
P11286,A14112,PA
P11286,A15791,PA
P11286,A18032,PA
P11289,A17714,PA
P11290,A19627,PA
P11292,A19633,PA
P11298,A15844,PA
P11301,A19640,PA
P11305,A19645,PA
P11318,A15410,PA
P11318,A19653,PA
P11320,A15420,PA
P11321,A18057,PA
P11321,A19656,PA
P11321,A19657,PA
P11322,A16284,PA
P11325,A19656,PA
P11325,A19661,PA
P11327,A18546,PA
P11327,A19656,PA
P11334,A19670,PA
P11339,A16633,PA
P11341,A16633,PA
P11343,A16633,PA
P11345,A16633,PA
P11347,A16633,PA
P11351,A12403,PA
P11351,A19677,PA
P11354,A16633,PA
P11358,A16633,PA
P11358,A19684,PA
P11359,A19688,PA
P11360,A16633,PA
P11362,A19695,PA
P11366,A16198,PA
P11373,A15463,PA
P11373,A16416,PA
P11373,A19708,PA
P11380,A16619,PA
P11380,A17805,PA
P11390,A4561,PA
P11391,A16577,PA
P11392,A4561,PA
P11402,A19730,PA
P11408,A15993,PA
P11410,A15157,PA
P11410,A15993,PA
P11419,A16224,PA
P11420,A16224,PA
P11425,A16462,PA
P11427,A18454,PA
P11431,A17468,PA
P11435,A19748,PA
P11436,A19748,PA
P11437,A19748,PA
P11438,A19749,PA
P11439,A16778,PA
P11439,A19399,PA
P11439,A19749,PA
P11440,A16781,PA
P11441,A16781,PA
P11442,A16781,PA
P11442,A17635,PA
P11443,A18994,PA
P11447,A19758,PA
P11448,A15385,PA
P11451,A19762,PA
P11452,A19764,PA
P11458,A18306,PA
P11463,A17424,PA
P11467,A16285,PA
P11468,A18800,PA
P11468,A19782,PA
P11474,A19793,PA
P11476,A15795,PA
P11476,A16737,PA
P11478,A19795,PA
P11479,A19797,PA
P11482,A19795,PA
P11483,A19801,PA
P11484,A19793,PA
P11486,A19806,PA
P11490,A19764,PA
P11495,A19764,PA
P11497,A19764,PA
P11500,A19823,PA
P11502,A15481,PA
P11504,A1102,PA
P11506,A15481,PA
P11506,A17766,PA
P11509,A15493,PA
P11509,A19831,PA
P11510,A16949,PA
P11511,A15493,PA
P11511,A19831,PA
P11512,A16039,PA
P11512,A19758,PA
P11513,A19835,PA
P11526,A15575,PA
P11527,A16067,PA
P11529,A19852,PA
P11538,A15481,PA
P11538,A16092,PA
P11540,A15481,PA
P11542,A19866,PA
P11544,A19866,PA
P11546,A19866,PA
P11549,A4489,PA
P11551,A16577,PA
P11551,A18118,PA
P11552,A4472,PA
P11552,A4473,PA
P11552,A17480,PA
P11553,A16322,PA
P11559,A4319,PA
P11559,A16322,PA
P11564,A17693,PA
P11568,A18960,PA
P11576,A4319,PA
P11586,A18047,PA
P11587,A18047,PA
P11588,A19793,PA
P11590,A17101,PA
P11590,A18876,PA
P11591,A16394,PA
P11591,A19910,PA
P11595,A19922,PA
P11597,A19925,PA
P11597,A19926,PA
P11600,A15791,PA
P11601,A15481,PA
P11604,A19936,PA
P11605,A16641,PA
P11606,A17517,PA
P11607,A16641,PA
P11609,A16641,PA
P11610,A15940,PA
P11611,A16641,PA
P11612,A4473,PA
P11613,A19947,PA
P11615,A19947,PA
P11616,A16001,PA
P11618,A15791,PA
P11619,A19947,PA
P11622,A15468,PA
P11622,A17452,PA
P11624,A19957,PA
P11625,A19959,PA
P11627,A19959,PA
P11628,A19962,PA
P11632,A19708,PA
P11633,A4561,PA
P11633,A19498,PA
P11634,A17313,PA
P11635,A19972,PA
P11637,A16849,PA
P11640,A19793,PA
P11641,A15201,PA
P11641,A18381,PA
P11642,A16766,PA
P11647,A19990,PA
P11648,A5048,PA
P11648,A5049,PA
P11649,A19992,PA
P11650,A17210,PA
P11652,A19998,PA
P11654,A15153,PA
P11654,A19999,PA
P11655,A16588,PA
P11655,A16589,PA
P11657,A20005,PA
P11662,A16001,PA
P11663,A15420,PA
P11665,A4830,PA
P11666,A20014,PA
P11668,A15704,PA
P11668,A16284,PA
P11670,A15204,PA
P11671,A11758,PA
P11671,A20031,PA
P11673,A20036,PA
P11674,A15844,PA
P11675,A15222,PA
P11677,A15468,PA
P11677,A15841,PA
P11678,A15841,PA
P11678,A20048,PA
P11679,A16964,PA
P11679,A20049,PA
P11680,A19972,PA
P11681,A20051,PA
P11682,A5577,PA
P11683,A4830,PA
P11683,A20053,PA
P11685,A20057,PA
P11686,A15440,PA
P11686,A15441,PA
P11686,A17763,PA
P11687,A16067,PA
P11689,A15204,PA
P11691,A20063,PA
P11693,A15481,PA
P11693,A18718,PA
P11695,A5586,PA
P11703,A20085,PA
P11704,A15153,PA
P11705,A19498,PA
P11707,A20088,PA
P11710,A17517,PA
P11713,A16554,PA
P11713,A20095,PA
P11715,A17000,PA
P11716,A17397,PA
P11718,A20106,PA
P11721,A13375,PA
P11723,A20121,PA
P11724,A20122,PA
P11732,A20131,PA
P11732,A20133,PA
P11732,A20134,PA
P11733,A20136,PA
P11735,A15420,PA
P11737,A17517,PA
P11738,A15481,PA
P11738,A20145,PA
P11739,A4319,PA
P11741,A17014,PA
P11744,A16697,PA
P11744,A20158,PA
P11745,A16347,PA
P11746,A16973,PA
P11750,A12403,PA
P11750,A12801,PA
P11752,A18873,PA
P11755,A17468,PA
P11755,A19364,PA
P11756,A20051,PA
P11757,A20181,PA
P11760,A16162,PA
P11762,A15791,PA
P11763,A16319,PA
P11764,A19990,PA
P11766,A19012,PA
P11767,A15904,PA
P11768,A20188,PA
P11769,A20181,PA
P11769,A20189,PA
P11769,A20190,PA
P11771,A16900,PA
P11773,A20197,PA
P11775,A20201,PA
P11783,A15493,PA
P11785,A20209,PA
P11786,A5048,PA
P11797,A15530,PA
P11800,A20229,PA
P11802,A20233,PA
P11802,A20234,PA
P11806,A16403,PA
P11807,A19670,PA
P11807,A20239,PA
P11809,A20241,PA
P11810,A18370,PA
P11811,A20244,PA
P11812,A15710,PA
P11814,A4285,PA
P11819,A15494,PA
P11820,A16641,PA
P11820,A20262,PA
P11822,A2588,PA
P11822,A20264,PA
P11822,A20265,PA
P11823,A19947,PA
P11825,A2691,PA
P11825,A20233,PA
P11825,A20234,PA
P11827,A20274,PA
P11828,A15290,PA
P11829,A20278,PA
P11830,A15615,PA
P11832,A17440,PA
P11833,A17480,PA
P11834,A20279,PA
P11835,A20280,PA
P11840,A18027,PA
P11842,A15481,PA
P11842,A19793,PA
P11845,A15201,PA
P11846,A17424,PA
P11847,A16755,PA
P11850,A12317,PA
P11850,A15481,PA
P11850,A20308,PA
P11851,A19332,PA
P11852,A18797,PA
P11852,A18800,PA
P11856,A4561,PA
P11856,A19498,PA
P11858,A15728,PA
P11861,A19012,PA
P11861,A20325,PA
P11862,A17397,PA
P11864,A12403,PA
P11864,A12801,PA
P11866,A20158,PA
P11867,A15310,PA
P11869,A20335,PA
P11870,A20337,PA
P11871,A15774,PA
P11873,A20239,PA
P11874,A20348,PA
P11879,A15206,PA
P11884,A15883,PA
P11884,A15884,PA
P11885,A18223,PA
P11886,A15493,PA
P11887,A16501,PA
P11888,A20036,PA
P11889,A20357,PA
P11890,A20359,PA
P11893,A15756,PA
P11894,A20368,PA
P11895,A4681,PA
P11895,A16766,PA
P11896,A20371,PA
P11898,A17424,PA
P11898,A20374,PA
P11901,A20095,PA
P11902,A4830,PA
P11904,A15796,PA
P11907,A20265,PA
P11907,A20388,PA
P11910,A20392,PA
P11913,A12403,PA
P11916,A20264,PA
P11918,A18746,PA
P11921,A15844,PA
P11923,A20404,PA
P11924,A16723,PA
P11925,A2290,PA
P11925,A18032,PA
P11927,A16932,PA
P11928,A4595,PA
P11931,A20415,PA
P11932,A4642,PA
P11933,A4516,PA
P11938,A16996,PA
P11942,A20424,PA
P11945,A15841,PA
P11945,A20048,PA
P11946,A20428,PA
P11947,A20431,PA
P11951,A20438,PA
P11952,A17240,PA
P11957,A20449,PA
P11958,A19858,PA
P11964,A20456,PA
P11965,A4473,PA
P11967,A19022,PA
P11968,A20461,PA
P11971,A16737,PA
P11972,A20470,PA
P11973,A13896,PA
P11973,A13897,PA
P11973,A19216,PA
P11974,A4473,PA
P11974,A4516,PA
P11974,A15468,PA
P11975,A20474,PA
P11976,A4595,PA
P11978,A15276,PA
P11979,A20480,PA
P11979,A20481,PA
P11981,A16973,PA
P11986,A16336,PA
P11988,A16973,PA
P11989,A15883,PA
P11989,A15884,PA
P11991,A13957,PA
P11992,A15887,PA
P11997,A15645,PA
P11999,A4473,PA
P12000,A15310,PA
P12001,A20036,PA
P12002,A20512,PA
P12003,A16893,PA
P12004,A20264,PA
P12004,A20265,PA
P12006,A20515,PA
P12007,A4927,PA
P12009,A16094,PA
P12009,A18035,PA
P12009,A18036,PA
P12010,A4319,PA
P12010,A17317,PA
P12010,A20523,PA
P12011,A17529,PA
P12011,A17530,PA
P12012,A16893,PA
P12012,A18104,PA
P12013,A19252,PA
P12013,A20527,PA
P12014,A20528,PA
P12015,A20529,PA
P12015,A20530,PA
P12016,A20531,PA
P12017,A17752,PA
P12018,A20431,PA
P12020,A15254,PA
P12022,A16404,PA
P12023,A20541,PA
P12024,A11758,PA
P12024,A20031,PA
P12027,A15887,PA
P12028,A15324,PA
P12029,A15844,PA
P12034,A15704,PA
P12035,A20552,PA
P12036,A4489,PA
P12036,A15481,PA
P12036,A18718,PA
P12037,A17317,PA
P12038,A19936,PA
P12040,A10497,PA
P12040,A20531,PA
P12045,A20561,PA
P12047,A15481,PA
P12047,A18718,PA
P12048,A20181,PA
P12048,A20189,PA
P12048,A20190,PA
P12049,A18053,PA
P12052,A2588,PA
P12052,A9915,PA
P12052,A20264,PA
P12052,A20265,PA
P12053,A1394,PA
P12053,A20415,PA
P12058,A20580,PA
P12062,A4473,PA
P12062,A4516,PA
P12062,A15468,PA
P12063,A16723,PA
P12064,A16490,PA
P12066,A17397,PA
P12067,A20106,PA
P12068,A17223,PA
P12069,A4516,PA
P12069,A20592,PA
P12072,A4516,PA
P12073,A7728,PA
P12075,A15290,PA
P12076,A20449,PA
P12077,A19990,PA
P12078,A16284,PA
P12082,A15493,PA
P12083,A4927,PA
P12084,A20607,PA
P12085,A20610,PA
P12088,A20610,PA
P12089,A16807,PA
P12089,A17752,PA
P12089,A20614,PA
P12090,A20615,PA
P12091,A18505,PA
P12091,A20529,PA
P12092,A4927,PA
P12093,A15909,PA
P12094,A16527,PA
P12095,A16102,PA
P12095,A16186,PA
P12099,A16404,PA
P12101,A4473,PA
P12102,A12403,PA
P12102,A12801,PA
P12104,A16102,PA
P12104,A20625,PA
P12106,A15475,PA
P12107,A19393,PA
P12110,A13957,PA
P12110,A15601,PA
P12110,A20630,PA
P12111,A15324,PA
P12114,A4472,PA
P12116,A18073,PA
P12118,A20636,PA
P12120,A18752,PA
P12123,A15310,PA
P12124,A20644,PA
P12125,A15950,PA
P12126,A20359,PA
P12127,A20646,PA
P12130,A20106,PA
P12132,A15704,PA
P12132,A18454,PA
P12138,A15276,PA
P12139,A16641,PA
P12140,A17436,PA
P12141,A4472,PA
P12143,A4489,PA
P12143,A15481,PA
P12145,A4489,PA
P12145,A15481,PA
P12146,A20121,PA
P12150,A15420,PA
P12152,A17693,PA
P12153,A20580,PA
P12154,A17399,PA
P12154,A19962,PA
P12158,A16102,PA
P12160,A20691,PA
P12164,A15704,PA
P12167,A20057,PA
P12168,A19925,PA
P12168,A19926,PA
P12171,A20265,PA
P12171,A20388,PA
P12171,A20708,PA
P12172,A17530,PA
P12173,A5586,PA
P12176,A17436,PA
P12177,A20716,PA
P12178,A15222,PA
P12180,A15710,PA
P12183,A17223,PA
P12184,A15440,PA
P12184,A15441,PA
P12185,A20580,PA
P12187,A15592,PA
P12188,A19563,PA
P12193,A15481,PA
P12193,A19793,PA
P12193,A20732,PA
P12195,A17101,PA
P12196,A20480,PA
P12196,A20481,PA
P12197,A20014,PA
P12201,A16216,PA
P12205,A20746,PA
P12207,A15249,PA
P12208,A13897,PA
P12209,A16641,PA
P12209,A20262,PA
P12210,A2588,PA
P12210,A20264,PA
P12210,A20265,PA
P12211,A4473,PA
P12214,A4472,PA
P12217,A15592,PA
P12217,A15601,PA
P12218,A18797,PA
P12218,A18800,PA
P12219,A19252,PA
P12224,A20133,PA
P12224,A20767,PA
P12224,A20768,PA
P12224,A20769,PA
P12226,A19999,PA
P12228,A18104,PA
P12228,A20775,PA
P12229,A18664,PA
P12230,A15663,PA
P12230,A16588,PA
P12230,A16931,PA
P12231,A19782,PA
P12232,A15324,PA
P12233,A19435,PA
P12234,A4516,PA
P12235,A15481,PA
P12235,A20145,PA
P12235,A20782,PA
P12239,A13897,PA
P12239,A19216,PA
P12242,A20244,PA
P12246,A16849,PA
P12247,A20274,PA
P12248,A20798,PA
P12250,A17223,PA
P12251,A5577,PA
P12251,A16589,PA
P12252,A20801,PA
P12253,A15151,PA
P12253,A15153,PA
P12258,A17223,PA
P12260,A19232,PA
P12262,A20274,PA
P12263,A19806,PA
P12264,A20819,PA
P12267,A16067,PA
P12267,A17894,PA
P12269,A4285,PA
P12270,A18492,PA
P12271,A16641,PA
P12272,A15844,PA
P12273,A17424,PA
P12273,A20374,PA
P12274,A11758,PA
P12274,A20031,PA
P12277,A17223,PA
P12278,A15440,PA
P12278,A15441,PA
P12279,A11983,PA
P12283,A20850,PA
P12284,A20854,PA
P12286,A9485,PA
P12286,A11758,PA
P12286,A20031,PA
P12287,A16102,PA
P12287,A16186,PA
P12289,A4516,PA
P12290,A1102,PA
P12292,A16169,PA
P12292,A18084,PA
P12293,A15481,PA
P12295,A18476,PA
P12297,A15153,PA
P12299,A19793,PA
P12300,A4730,PA
P12302,A20865,PA
P12305,A15710,PA
P12306,A17383,PA
P12306,A20870,PA
P12307,A17223,PA
P12308,A4927,PA
P12309,A20280,PA
P12310,A20523,PA
P12311,A16102,PA
P12311,A20625,PA
P12314,A20881,PA
P12315,A15710,PA
P12317,A20136,PA
P12319,A4595,PA
P12320,A20449,PA
P12321,A20512,PA
P12323,A15984,PA
P12323,A15986,PA
P12324,A620,PA
P85604,A35663,PA
P85605,A38846,PA
P85605,A102597,PA
P85610,A39704,PA
P85611,A9873,PA
P85611,A10450,PA
P85612,A18883,PA
P85612,A113618,PA
P85613,A113619,PA
P85615,A48896,PA
P85615,A113621,PA
P85616,A113623,PA
P85622,A33804,PA
P85624,A113632,PA
P85625,A19926,PA
P85629,A9153,PA
P85631,A4239,PA
P85631,A113636,PA
P85632,A113638,PA
P85633,A12916,PA
P85634,A13897,PA
P85635,A12916,PA
P85638,A18204,PA
P85640,A20561,PA
P85640,A20798,PA
P85641,A15672,PA
P85645,A113647,PA
P85652,A26466,PA
P85653,A113654,PA
P85653,A113655,PA
P85655,A35468,PA
P85656,A113660,PA
P85658,A19922,PA
P85660,A17487,PA
P85665,A7569,PA
P85666,A10497,PA
P85667,A30531,PA
P85667,A52247,PA
P85668,A10497,PA
P85670,A113673,PA
P85672,A113673,PA
P85673,A35465,PA
P85673,A113674,PA
P85674,A113676,PA
P85675,A33981,PA
P85678,A113682,PA
P85680,A113683,PA
P85681,A113684,PA
P85683,A113684,PA
P85686,A24692,PA
P85687,A77845,PA
P85688,A113690,PA
P85688,A113691,PA
P85692,A77756,PA
P85693,A60374,PA
P85693,A113696,PA
P85695,A111296,PA
P85698,A26251,PA
P85699,A15148,PA
P85699,A18904,PA
P85702,A33521,PA
P85703,A51200,PA
P85704,A16058,PA
P85704,A87329,PA
P85704,A111296,PA
P85704,A113706,PA
P85706,A113714,PA
P85708,A113718,PA
P85714,A34761,PA
P85717,A16911,PA
P85717,A113723,PA
P85719,A16911,PA
P85719,A113723,PA
P85721,A60018,PA
P85722,A88971,PA
P85723,A15410,PA
P85725,A113733,PA
P85728,A27110,PA
P85728,A113735,PA
P85729,A50116,PA
P85731,A34761,PA
P85731,A113738,PA
P85732,A113740,PA
P85732,A113742,PA
P85733,A113745,PA
P85735,A4225,PA
P85736,A113748,PA
P85737,A84145,PA
P85738,A34679,PA
P85738,A113753,PA
P85739,A113755,PA
P85740,A84145,PA
P85741,A34694,PA
P85744,A113762,PA
P85744,A113763,PA
P85746,A78295,PA
P85746,A113765,PA
P85747,A113766,PA
P85751,A33875,PA
P85752,A35739,PA
P85752,A113768,PA
P85753,A91213,PA
P85754,A113770,PA
P85757,A19627,PA
P85758,A13101,PA
P85759,A113774,PA
P85768,A9485,PA
P85769,A4681,PA
P85769,A4840,PA
P85769,A4842,PA
P85770,A12816,PA
P85770,A69177,PA
P85770,A113785,PA
P85773,A19627,PA
P85773,A113788,PA
P85774,A13101,PA
P85775,A13848,PA
P85778,A113792,PA
P85787,A7569,PA
P85788,A18904,PA
P85789,A113800,PA
P85794,A113804,PA
P85795,A28826,PA
P85796,A33519,PA
P85796,A113807,PA
P85797,A28826,PA
P85798,A5160,PA
P85798,A5586,PA
P85798,A12631,PA
P85799,A16564,PA
P85799,A19042,PA
P85800,A19748,PA
P85802,A16850,PA
P85804,A113813,PA
P85805,A113815,PA
P85810,A113822,PA
P85811,A113824,PA
P85813,A16397,PA
P85815,A113828,PA
P85815,A113829,PA
P85815,A113833,PA
P85816,A15672,PA
P85816,A113836,PA
P85817,A1256,PA
P85818,A33639,PA
P85818,A113647,PA
P85819,A4239,PA
P85819,A113841,PA
P85820,A5752,PA
P85821,A19748,PA
P85830,A27979,PA
P85831,A60018,PA
P85832,A113755,PA
P85834,A113851,PA
P85838,A94908,PA
P85842,A16708,PA
P85843,A60018,PA
P85844,A16714,PA
P85845,A60018,PA
P85846,A113868,PA
P85847,A19627,PA
P85848,A19446,PA
P85848,A20775,PA
P85848,A113872,PA
P85849,A33735,PA
P85849,A97600,PA
P85849,A113873,PA
P85850,A4968,PA
P85850,A107800,PA
P85852,A113878,PA
P85854,A113881,PA
P85855,A16564,PA
P85856,A35511,PA
P85857,A113885,PA
P85858,A9329,PA
P85858,A19926,PA
P85858,A33519,PA
P85858,A34558,PA
P85859,A113886,PA
P85859,A113887,PA
P85861,A113886,PA
P85865,A9153,PA
P85870,A77758,PA
P85872,A4681,PA
P85875,A113905,PA
P85880,A15946,PA
P85880,A113910,PA
P85881,A113911,PA
P85882,A15787,PA
P85883,A113911,PA
P85884,A20197,PA
P85885,A113742,PA
P85887,A113916,PA
P85888,A15946,PA
P85889,A113690,PA
P85889,A113691,PA
P85890,A38141,PA
P85891,A33765,PA
P85892,A9485,PA
P85894,A52163,PA
P85894,A113924,PA
P85895,A52163,PA
P85896,A19446,PA
P85904,A90913,PA
P85906,A39704,PA
P85907,A9485,PA
P85907,A61874,PA
P85908,A9485,PA
P85908,A61874,PA
P85909,A35449,PA
P85910,A15787,PA
P85913,A113946,PA
P85914,A98863,PA
P85914,A113946,PA
P85916,A5282,PA
P85919,A113951,PA
P85920,A26958,PA
P85920,A113951,PA
P85923,A113955,PA
P85925,A18350,PA
P85926,A84145,PA
P85929,A15756,PA
P85930,A15756,PA
P85931,A36839,PA
P85933,A113962,PA
P85934,A113962,PA
P85937,A18330,PA
P85937,A113964,PA
P85939,A38831,PA
P85945,A31378,PA
P85945,A64085,PA
P85946,A101290,PA
P85948,A33918,PA
P85949,A33918,PA
P85950,A17199,PA
P85953,A33581,PA
P85954,A82740,PA
P85955,A82740,PA
P85956,A82333,PA
P85962,A9485,PA
P85962,A19926,PA
P85964,A113984,PA
P85964,A113985,PA
P85968,A34171,PA
P85968,A113989,PA
P85971,A36094,PA
P85972,A16695,PA
P85972,A71292,PA
P85977,A33918,PA
P85978,A33918,PA
P85979,A86022,PA
P85984,A28315,PA
P85985,A114001,PA
P85985,A114002,PA
P85986,A114003,PA
P85990,A114008,PA
P85991,A35739,PA
P85991,A114009,PA
P85992,A35739,PA
P85992,A113768,PA
P85992,A114009,PA
P85994,A6114,PA
P85995,A35739,PA
P85996,A83916,PA
P85997,A28826,PA
P85998,A4225,PA
P85998,A39796,PA
P85999,A114017,PA
P86000,A19627,PA
P86000,A114018,PA
P86000,A114019,PA
P86003,A114017,PA
P86004,A17423,PA
P86005,A15470,PA
P86005,A17423,PA
P86006,A19748,PA
P86007,A60095,PA
P86010,A33995,PA
P86011,A16260,PA
P86011,A114030,PA
P86012,A17487,PA
P86015,A19922,PA
P86020,A113636,PA
P86021,A15946,PA
P86021,A114041,PA
P86023,A17511,PA
P86024,A33579,PA
P86026,A26577,PA
P86026,A28020,PA
P86027,A26907,PA
P86028,A9252,PA
P86028,A34558,PA
P86029,A26577,PA
P86029,A114046,PA
P86030,A19627,PA
P86030,A114018,PA
P86030,A114019,PA
P86032,A54940,PA
P86034,A113748,PA
P86034,A114051,PA
P86035,A16564,PA
P86036,A19627,PA
P86038,A17057,PA
P86040,A101467,PA
P86041,A91948,PA
P86042,A91948,PA
P86042,A113755,PA
P86044,A14481,PA
P86045,A27020,PA
P86045,A114061,PA
P86048,A78006,PA
P86051,A47352,PA
P86052,A113807,PA
P86060,A15946,PA
P86060,A95146,PA
P86060,A114080,PA
P86061,A52939,PA
P86064,A34494,PA
P86065,A114084,PA
P86066,A33579,PA
P86068,A34619,PA
P86072,A1705,PA
P86072,A113822,PA
P86075,A35435,PA
P86075,A79069,PA
P86078,A103703,PA
P86079,A33794,PA
P86079,A114097,PA
P86080,A114100,PA
P86083,A5752,PA
P86083,A91948,PA
P86084,A5752,PA
P86085,A114110,PA
P86086,A35465,PA
P86087,A13377,PA
P86088,A37642,PA
P86089,A113951,PA
P86090,A3293,PA
P86091,A114115,PA
P86092,A18239,PA
P86093,A26377,PA
P86094,A4681,PA
P86095,A4681,PA
P86097,A114119,PA
P86100,A33521,PA
P86100,A114121,PA
P86102,A16279,PA
P86104,A27979,PA
P86105,A17251,PA
P86107,A26958,PA
P86108,A16911,PA
P86109,A29026,PA
P86111,A5586,PA
P86115,A84145,PA
P86116,A18074,PA
P86116,A33521,PA
P86117,A20133,PA
P86119,A18496,PA
P86120,A19399,PA
P86120,A26505,PA
P86124,A14236,PA
P86126,A14236,PA
P86126,A78211,PA
P86129,A83916,PA
P86130,A14117,PA
P86130,A34694,PA
P86131,A114143,PA
P86134,A9485,PA
P86137,A15946,PA
P86137,A52952,PA
P86138,A114146,PA
P86139,A15946,PA
P86139,A52952,PA
P86141,A19627,PA
P86141,A114150,PA
P86145,A82740,PA
P86146,A19627,PA
P86146,A95018,PA
P86147,A10003,PA
P86147,A35663,PA
P86149,A5269,PA
P86149,A35663,PA
P86151,A5269,PA
P86151,A35663,PA
P86151,A55454,PA
P86151,A63441,PA
P86153,A9485,PA
P86153,A12350,PA
P86155,A9485,PA
P86155,A12350,PA
P86156,A18074,PA
P86158,A15612,PA
P86159,A19627,PA
P86161,A114166,PA
P86162,A35468,PA
P86165,A34679,PA
P86166,A24026,PA
P86169,A114171,PA
P86172,A28315,PA
P86173,A9000,PA
P86174,A15946,PA
P86175,A10003,PA
P86175,A35663,PA
P86176,A20768,PA
P86176,A114175,PA
P86177,A35663,PA
P86178,A12916,PA
P86179,A33519,PA
P86179,A114179,PA
P86180,A35581,PA
P86183,A35663,PA
P86185,A35663,PA
P86186,A61492,PA
P86188,A2588,PA
P86190,A2588,PA
P86190,A19014,PA
P86191,A35856,PA
P86191,A61492,PA
P86193,A9096,PA
P86193,A13319,PA
P86193,A15481,PA
P86193,A39389,PA
P86193,A48809,PA
P86194,A15545,PA
P86198,A90913,PA
P86201,A34494,PA
P86201,A113822,PA
P86203,A96233,PA
P86204,A114190,PA
P86205,A114193,PA
P86206,A2588,PA
P86206,A114194,PA
P86207,A2525,PA
P86208,A114199,PA
P86210,A31378,PA
P86210,A34694,PA
P86213,A114204,PA
P86214,A33501,PA
P86214,A114205,PA
P86216,A83916,PA
P86220,A52890,PA
P86220,A60018,PA
P86222,A4239,PA
P86223,A114210,PA
P86225,A9153,PA
P86226,A114215,PA
P86228,A20357,PA
P86230,A19627,PA
P86230,A95157,PA
P86235,A33521,PA
P86238,A55691,PA
P86239,A34507,PA
P86239,A114226,PA
P86241,A34507,PA
P86241,A114226,PA
P86242,A35512,PA
P86244,A114231,PA
P86246,A113168,PA
P86248,A34152,PA
P86255,A113168,PA
P86256,A114046,PA
P86258,A114241,PA
P86259,A77818,PA
P86261,A78139,PA
P86262,A15756,PA
P86264,A34702,PA
P86265,A114249,PA
P86267,A26636,PA
P86268,A113755,PA
P86270,A17633,PA
P86270,A18733,PA
P86273,A114256,PA
P86275,A14180,PA
P86277,A4239,PA
P86278,A114260,PA
P86281,A114046,PA
P86282,A114262,PA
P86283,A9485,PA
P86283,A12350,PA
P86283,A78824,PA
P86286,A33981,PA
P86286,A82740,PA
P86288,A35511,PA
P86289,A26377,PA
P86291,A34494,PA
P86291,A60374,PA
P86296,A114046,PA
P86297,A33519,PA
P86299,A33772,PA
P86301,A15946,PA
P86301,A24026,PA
P86302,A78964,PA
P86303,A7739,PA
P86304,A35739,PA
P86305,A48968,PA
P86306,A30531,PA
P86306,A52247,PA
P86311,A114256,PA
P86312,A16058,PA
P86312,A83863,PA
P86312,A111296,PA
P86313,A33972,PA
P86313,A34710,PA
P86313,A62330,PA
P86313,A114286,PA
P86315,A7277,PA
P86315,A19926,PA
P86318,A106724,PA
P86321,A15756,PA
P86321,A95318,PA
P86323,A114295,PA
P86326,A34652,PA
P86329,A19617,PA
P86329,A19926,PA
P86330,A77763,PA
P86334,A78139,PA
P86334,A78140,PA
P86336,A78139,PA
P86338,A33918,PA
P86341,A33794,PA
P86342,A15493,PA
P86343,A33794,PA
P86345,A114305,PA
P86348,A15946,PA
P86349,A16334,PA
P86349,A113946,PA
P86350,A35429,PA
P86353,A37642,PA
P86353,A113813,PA
P86354,A8788,PA
P86356,A33745,PA
P86357,A33576,PA
P86359,A113714,PA
P86361,A113742,PA
P86362,A33981,PA
P86366,A34152,PA
P86366,A113755,PA
P86367,A12350,PA
P86367,A61874,PA
P86369,A82135,PA
P86373,A90913,PA
P86375,A19867,PA
P86375,A19868,PA
P86375,A27473,PA
P86375,A61475,PA
P86376,A114325,PA
P86379,A114327,PA
P86380,A9485,PA
P86380,A114329,PA
P86381,A52188,PA
P86382,A4865,PA
P86383,A48763,PA
P86385,A39704,PA
P86386,A114334,PA
P86387,A88971,PA
P86388,A113878,PA
P86389,A84229,PA
P86390,A84145,PA
P86394,A114338,PA
P86399,A19446,PA
P86399,A20775,PA
P86400,A19446,PA
P86400,A20775,PA
P86404,A113792,PA
P86405,A61475,PA
P86405,A113916,PA
P86406,A61475,PA
P86406,A113916,PA
P86407,A34679,PA
P86407,A113753,PA
P86408,A19627,PA
